"OECD_sc","Bio_Engage_sc","NGO_Environmental","Fees","ramsar.area.sc","WWT.ind.2020","SNM.ind.2020","MPA.ind.2020","SDA.ind.2020","NXA.ind.2020","mean_annual_funds","MEA_Membership","BEA_Membership","Mitigation_blue_carbon","Adaptation_resilience","NDC_Commit_binary","WGI_GovEff_est","WGI_RQ_est","ramsar.manage"
-0.0400300978800548,-0.37872413173465,-0.242242514505865,0.065950837351354,0.0623742344087756,0.0531144984628471,0.19363120016078,0.167721778988048,0.154268287080765,-0.112756922795423,0.119640491103807,-0.0778265595818794,0.612227563496347,-3.32318812006631,-2.5388148131012,-0.565850590371155,-0.663128534993197,-1.0508285336696,4.03469697144008
0.629447398158032,0.0340634860344435,0.547365393039381,-0.589605336426866,-1.27376217830882,-0.974839246910362,-0.360720089598752,-0.768166776756443,-2.20721231080131,-2.58111811191069,-1.03593342371148,-0.385193771325263,-1.9029187568852,10.0972243317455,-1.45058294531921,-5.4149637160026,-1.14230054824259,-0.916888438331176,-5.17803672324868
0.593302142044093,0.430903521023909,0.316812012178554,-0.709653826303916,-0.0909656562976768,-0.430695577787495,-0.779797836307324,-0.424894433477132,-0.600066200047952,-0.292284688753232,-0.604152227086176,-0.265422683561616,-1.76795904707038,8.77403974412412,9.66586493394323,-5.61265251445415,0.0920623472012942,0.299754152428414,-5.46049739478881
-0.497007316411749,-0.498378302097728,-0.413385346282239,0.582032600508396,0.470373853954254,0.269691902076103,0.889682748038127,0.4690178745006,0.168991462229327,0.333186915007695,0.805399771548277,0.232734174762382,2.29078321124569,-1.57053867611276,-3.71429127443962,1.95101764236127,-0.190629621695844,-0.362272210417269,4.48794303888194
-1.15858970830146,0.0646225413640729,0.0769988886649887,1.32591797505439,0.985659872981562,1.07628318361425,0.873116378993294,1.25648415048942,0.405947850386569,0.52547752623456,2.1209748318698,0.520526974715346,3.19356752779049,8.03242345871321,-3.08369618733844,8.41557621190161,1.63716484932983,1.73238757299082,10.7823553797983
0.409184051070499,0.65335371406209,0.842506051893173,-0.491812705439696,-0.139247230678825,-0.191647066104393,-0.832840009822401,-0.144954949759361,-0.849033507335545,-0.815653302997683,0.0880378616650816,-0.364874612273304,-1.66026600692737,11.9718928222385,8.67008660199102,-7.29201241734349,0.353847540323433,0.0781632504872854,-3.52108270729907
-0.201833863571731,-0.841003942519766,-0.48711577869597,0.150659825120782,-0.508960760177129,0.302904037146563,-0.283605986737202,-0.254796631032258,-0.276717897068183,0.485754812459686,-0.382836545928103,-0.363677291617085,-0.7895622750266,7.95388154096501,8.28769497618532,-0.766701575537517,0.342570674793316,0.358267118976813,-5.25516222040146
0.385703833393005,-0.163462291539024,0.132524341157188,-0.388021915557929,0.48137238506277,-0.874009351391277,0.268701363021272,-0.234265364876053,-1.45601359094813,-0.53510287537984,0.117962289250611,-0.232480811735612,0.579608274848378,14.4840186698437,12.0757074507886,-9.62258822018554,-0.822321568279721,-0.90159714667607,-5.4303107711735
0.419272055013726,0.401326114162707,-0.130804923280997,-0.504583072276079,-1.22605789575608,-0.121792149798365,-0.734236597844376,-0.979825745787998,-0.204304723129689,0.270287593961228,-1.82020645561582,-0.218851844127181,-1.4891390912677,-1.52423990060775,-1.35491075558029,-2.83946999269405,0.49876399598019,0.434592757193716,-8.33634833966815
0.745859828359585,0.399460123510666,1.06261227481569,-0.59488233446486,-0.105812539095304,-0.487283178513446,-0.689008368959214,0.342191701129883,-1.32022396082649,-2.52519282927881,-0.287166004017004,-0.268811965816771,-1.46266880692679,11.4593055437586,7.57859452866467,-1.97999541328243,-0.687046429907564,-0.560952496224517,7.91695479055812
-0.624936799479351,-0.587240231556249,-0.445181043068169,0.785712003327501,0.771287652201348,0.434224326750313,0.956583514087182,0.861984920552665,0.376676861885656,0.278544101090757,0.939536036104714,0.343340288061793,2.71518107751102,-2.36347436741542,-4.59272633289468,7.17322706646416,-0.186626791119424,-0.152292866476172,8.81309001290471
-0.268369487883511,-0.229636447795554,-0.059848024378154,0.135406260059384,-1.04783950047175,0.434685265834417,-0.772622629892865,-0.504061636642685,-0.969301075421452,-0.0291864969539597,-0.0870351569263049,-0.519918270522682,-1.52617907603009,11.5386460641769,8.15925210820117,-4.32825778546098,1.18199812232796,0.717953778339266,-4.38796744727169
