"OECD_sc","Bio_Engage_sc","NGO_Environmental","Fees","ramsar.area.sc","WWT.ind.2020","SNM.ind.2020","MPA.ind.2020","SDA.ind.2020","NXA.ind.2020","mean_annual_funds","MEA_Membership","BEA_Membership","Mitigation_blue_carbon","Adaptation_resilience","NDC_Commit_binary","WGI_GovEff_est","WGI_RQ_est"
-0.0423508477841269,-0.335861273387773,-0.270782374487793,0.0573766384892644,-0.0683396951294463,0.250233030328086,0.188958780057737,0.0606021185112431,0.18213542627758,0.0206243431303088,0.112343721666807,-0.0857264290706066,0.593449916581632,-3.49428513656047,-2.97279615156108,-2.0802097290821,-0.716180410798266,-1.08147452933492
0.571019726834172,0.133533813253376,0.459718402827706,-0.620611153379965,-1.28238698492488,-1.1435104315528,-0.375852771118871,-0.835758651039614,-2.36221147748857,-2.39173082432479,-1.03197898427441,-0.379533747529586,-1.88765225487295,10.1214965168064,-1.76524360105224,-5.82742828688207,-1.13192302262222,-0.910295481146203
0.610942669080216,0.372300959540269,0.273272284200863,-0.708962383215535,-0.0454402386967429,-0.338418799437648,-0.875487638967516,-0.299918321887761,-0.5817391726747,-0.428537094175688,-0.569070586031041,-0.256171118018448,-1.724328689426,8.67532852000584,9.61652739072911,-4.92286716884193,0.157768966981154,0.333615103768905
-0.510679475217313,-0.475557995243851,-0.446393415186164,0.560988297669338,0.383231901376443,0.315438286306946,0.941241561893946,0.363303465368751,0.136522365218454,0.407600493108009,0.784676470137891,0.230595075369299,2.27563650530881,-1.56543945844269,-3.88953701598584,1.10836084211911,-0.21401676074916,-0.377067152360594
-1.20071472070661,0.0394157223476271,0.0808583909159221,1.33247512024945,0.981556337806989,1.09422091954883,0.862408480905883,1.20702889874397,0.422550757139729,0.54533100235531,2.17447251597272,0.518577619752884,3.17741121065524,7.76897128497684,-3.34031365248493,8.35772923853028,1.67565801156782,1.76046859548471
0.322115953855405,0.588192847718683,0.842365630493539,-0.43182382105555,0.0271763897457992,-0.106496166068539,-0.881979562422571,0.052217750115565,-0.829923234715427,-0.948535584347272,0.296634643057246,-0.348349644166367,-1.63175606876743,11.4459828921143,8.71903733926561,-5.5058974673937,0.325742407719177,0.0529696194858078
-0.173240703780976,-0.829778882396502,-0.519955713377607,0.107215683490802,-0.418435694571203,0.476226842722454,-0.374181247886407,-0.159532260335448,-0.105644178782651,0.394274467544918,-0.320169441953985,-0.351121139983167,-0.835805659208628,7.72136020747901,8.47419213957132,-1.13375135918287,0.388335054897411,0.378241659249438
0.338456564767782,-0.0818523122526781,0.118510706489303,-0.409202003910753,0.5692036617988,-1.08183836862923,0.274209802629926,-0.199519592086955,-1.55192922375404,-0.599942870643515,0.143203830302015,-0.220583826993884,0.53179148655852,14.1826201040992,11.487769841477,-8.30409129585422,-0.835615337126752,-0.905062452959346
0.532007178701247,0.38217235977672,-0.146503478772655,-0.467910568609089,-1.30179858397668,-0.108448150998757,-0.794557024248432,-0.898194392361804,-0.175528120116885,0.16727638000845,-2.0781379480526,-0.209829686090065,-1.29468835448141,-1.17736549395781,-1.55119132982527,-1.79891211236452,0.473620465069257,0.423313451887316
0.725209416522093,0.453927337622064,1.00985512554439,-0.629177805038506,-0.181147255750133,-0.379144989600977,-0.737442172941303,0.139199076170919,-1.4289547249912,-2.25377293426023,-0.309617256322679,-0.263449492449486,-1.49274844285332,11.0741675046782,7.27286822198095,-4.47186835914719,-0.687688404833871,-0.543276184405234
